   55.0000000        89.08000000        674.000000       984.000000       4.00000000       432.000000       428.000000       43.00000000       984.0000       670.000000    
   49.00000000       50.00000000        665.000000       895.000000       5.00000000       545.000000       543.000000       57.00000000       598.0000       59.0000000    
   67.00000000       63.00000000        566.000000       986.000000       6.00000000       698.000000       654.000000       67.00000000       604.0000       69.000000    
   78.00000000       74.00000000        897.000000       997.000000       7.00000000       778.000000       777.000000       75.0000000        1278.000       73.0000000    
   85.00000000       821.0000000       898.000000        988.000000       8.00000000       898.000000       898.000000       837.000000        811.0000       78.0000000    
   99.00000000       956.0000000       79.0000000        989.000000       9.00000000       993.000000       9967.00000       939.000000        999.0000       91.0000000    
   10.00000000       101.0000000        109.000000       109.000000       10.0000000       1098.00000       1093.00000       1090.00000        9810.000       11.0000000    
   33.00000000       1145.000000       11.0000000        9811.00000       11.0000000       1112.00000       7811.00000       1981.00000        911.0000       13.0000000    
   123.0000000       1254.000000       19.0000000        1872.00000       12.0000000       1298.00000       1297.00000       1982.00000        192.0000       19.0000000    
   19.00000000       1365.000000       13.0000000        1983.00000       13.0000000       1983.00000       1397.00000       1543.00000        39.00000       13.0000000    
